0.289
0.249
0.226
0.240
0.344
0.353
0.199
0.168
0.154
0.158
0.338
0.342
0.234
0.333
0.306
0.396
0.479
0.429
0.425
0.357
0.254
0.261
0.351
0.207
0.239
0.341
0.251
0.274
0.461
0.226
0.158
0.177
0.190
0.288
0.404
0.248
0.239
0.174
0.153
0.165
0.308
0.213
0.189
0.309
0.229
0.430
0.285
0.307
0.250
0.233
0.395
0.522
0.532
0.293
0.201
0.221
0.337
0.259
0.191
0.183
0.221
0.185
0.227
0.383
0.308
0.271
0.275
0.201
0.339
0.317
0.335
0.310
0.296
0.260
0.165
0.124
0.156
0.201
